power,run_time,nodes_used,processors_used,wallclock_used,cpu_used,mem_used,app_name
226.29867674858224,5321.0,1,24,5321,38170,0,gaussian
0.0,11069.0,1,1,11069,71616,0,vasp
179.15897391901166,58331.0,2,2,58331,1591,0,vasp
236.47015915119363,15266.0,1,24,15266,17583,0,vasp
0.0,1350.0,1,1,1350,20425,0,vasp
9.0,798.0,1,1,798,17946,0,vasp
106.0,67.0,1,1,67,56,172,vasp
226.47826086956522,461.0,1,1,461,10278,0,vasp
240.53591160220995,1838.0,1,1,1838,41961,0,vasp
232.0,76.0,2,16,76,339,0,gamess
94.25,61.0,2,32,61,4,11264,gaussian
93.91570438799076,432093.0,1,24,93,85565,0,eplus
0.0,767.0,1,1,767,2672,0,vasp
241.9329268292683,1648.0,1,1,1648,38432,0,vasp
232.77611940298507,671.0,1,1,671,8944,0,vasp
0.0,102460.0,1,1,16060,31486,10485760,matlab
85.25,43.0,1,1,43,0,0,mono
203.28205128205127,388.0,1,1,388,7707,0,vasp
183.36513443191674,11593.0,1,1,11593,31286,0,vasp
209.94827586206895,588.0,1,1,588,12317,0,vasp
196.91190108191654,6511.0,1,1,6511,34084,0,vasp
207.0,510.0,1,16,510,278,0,vasp
172.8,194.0,1,24,194,3469,0,vasp
169.88235294117646,172.0,1,1,172,2483,0,vasp
132.7258064516129,626.0,1,24,626,1552,0,python
204.69277108433735,1677.0,1,1,1677,33182,0,vasp
86.3587786259542,1322.0,1,24,1322,6,0,vasp
86.81528662420382,1594.0,1,16,1594,2,0,vasp
239.49180327868854,614.0,1,1,614,13527,0,vasp
0.0,36050.0,1,1,36050,55343,0,vasp
103.0,4926.0,1,24,4926,29056,0,vasp
93.1,95.0,1,24,95,0,0,vasp
282.4965229485396,14456.0,1,16,14456,57006,0,vasp
157.6153846153846,125.0,1,24,125,1733,0,vasp
233.55946398659967,30013.0,1,1,30013,26107,0,vasp
0.0,840.0,1,1,840,18422,0,vasp
199.01388888888889,721.0,1,1,721,15320,2097152,vasp
0.0,2085.0,1,16,2085,94,0,vasp
0.0,458.0,1,24,458,267,0,gromacs
177.49911256422232,432100.0,2,32,100,43297,0,gaussian
228.0752688172043,938.0,1,1,938,22664,2097152,vasp
0.0,2720.0,1,1,2720,39217,0,mono
192.61111111111111,357.0,1,1,357,7877,0,vasp
308.0,39.0,1,1,39,0,0,vasp
220.68099547511312,4443.0,1,1,4443,15021,0,mono
250.54777738886943,57691.0,1,24,57691,82032,0,vasp
213.7906976744186,426.0,1,1,426,9483,0,vasp
207.81484895196022,317026.0,4,96,57826,73366,0,vasp
125.0,79.0,1,24,79,655,0,vasp
225.61666666666667,602.0,1,1,602,13066,0,vasp
213.66666666666666,538.0,1,1,538,13068,1048576,vasp
86.52941176470588,680.0,1,24,680,4,0,wrf
225.249653259362,7250.0,1,24,7250,84397,0,gaussian
240.17960602549246,17460.0,1,24,17460,68268,0,vasp
122.59410582719357,5525.0,4,96,5525,33257,0,gaussian
102.24137931034483,296.0,1,16,296,36,179200,python
219.7812086457874,45875.0,1,24,45875,68499,0,vasp
0.0,417.0,2,48,417,3456,0,vasp
225.0392156862745,513.0,1,24,513,11054,3145728,python
206.46275862068964,14573.0,2,48,14573,56680,0,vasp
294.0,310.0,1,1,310,5938,0,vasp
91.125,81.0,1,24,81,34,0,vasp
316.72,253.0,1,1,253,173,395264,python
89.91666666666667,83.0,3,3,83,28,0,vasp
95.50420168067227,1211.0,1,1,1211,1060,0,mono
236.51201478743067,10924.0,3,72,10924,80080,0,vasp
241.07798165137615,2191.0,2,2,2191,49506,0,vasp
100.39285714285714,280.0,1,1,280,0,0,mono
0.0,12795.0,1,1,12795,30450,0,vasp
230.05454545454546,1653.0,1,1,1653,38128,0,vasp
233.49865746068278,8730.0,3,3,8730,26940,0,vasp
206.78111587982832,7029.0,1,1,7029,22191,0,mono
237.2355072463768,2783.0,1,1,2783,64635,0,vasp
409.13860192837467,14666.0,4,96,14666,76277,0,OpenFOAM
0.0,16822.0,2,9,16822,45910,0,fluent
193.37777777777777,455.0,1,1,455,7972,0,vasp
393.0,830.0,1,24,830,13651,0,wrf
104.0674706649283,61533.0,1,1,61533,13200,2097152,mono
191.2439024390244,411.0,1,1,411,8437,0,vasp
227.225,395.0,1,1,395,5297,0,vasp
0.0,173328.0,1,1,528,60073,0,gaussian
227.6558516801854,34552.0,3,48,34552,8928,0,vasp
222.44444444444446,449.0,1,1,449,10388,2097152,vasp
249.16629213483145,13496.0,1,24,13496,56179,0,vasp
111.84552845528455,1230.0,1,16,1230,126,1048576,python
196.6578947368421,384.0,1,24,384,6894,0,vasp
283.9813200498132,16219.0,1,16,16219,95,0,vasp
162.17582417582418,2763.0,1,24,2763,32279,0,vasp
231.48993288590603,1486.0,1,1,1486,36276,5242880,vasp
0.0,340.0,16,256,340,5634,4194304,charmm
0.0,834.0,1,16,834,63,0,vasp
95.83333333333333,58.0,1,1,58,0,0,mfix
0.0,1670.0,1,16,1670,89,0,vasp
241.64615384615385,653.0,1,1,653,14949,0,vasp
245.95412130637635,6704.0,2,48,6704,70406,5242880,python
239.7395498392283,3117.0,1,1,3117,74306,2097152,vasp
243.35315985130111,2701.0,1,1,2701,63470,0,vasp
256.7413010590015,6643.0,2,2,6643,64771,0,vasp
0.0,799.0,1,24,799,14479,0,vasp
198.35689655172413,11630.0,1,24,11630,9487,14680064,gaussian
297.5,90.0,1,16,90,0,0,vasp
240.61010362694302,7770.0,2,2,7770,4460,0,vasp
295.7142857142857,73.0,1,1,73,0,0,wrf
287.1818181818182,558.0,4,64,558,30092,0,vasp
86.76288659793815,1956.0,1,16,1956,3,0,python
184.93788819875778,3235.0,3,48,3235,65210,0,vasp
92.59009598603839,61735.0,3,72,61735,639,0,python
293.75550827698765,173504.0,4,64,704,17676,0,vasp
102.86363636363636,229.0,1,24,229,466,0,python
253.54580520732884,10427.0,1,1,10427,75751,0,vasp
866.0418006430868,3129.0,1,1,3129,27018,0,vasp
238.26153846153846,1971.0,1,24,1971,43985,0,vasp
241.0856192397884,369178.0,1,1,23578,61764,0,mono
127.19642857142857,284.0,4,16,284,4131,0,vasp
222.58677685950414,3647.0,1,1,3647,57642,0,vasp
93.69565217391305,927.0,1,24,927,664,0,vasp
210.71428571428572,559.0,1,1,559,13069,4194304,vasp
0.0,267.0,1,24,267,3124,0,vasp
306.0,120.0,1,1,120,34,0,vasp
216.8090909090909,3312.0,1,1,3312,75857,0,mono
231.51666666666668,1811.0,1,1,1811,42766,0,vasp
165.4,203.0,1,1,203,104,0,mono
213.26470588235293,345.0,1,1,345,8125,3145728,vasp
0.0,2629.0,3,3,2629,10072,0,vasp
447.6939655172414,4693.0,1,1,4693,73823,0,vasp
229.0,1891.0,1,1,1891,44213,0,vasp
0.0,252.0,1,16,252,12,0,vasp
98.0,48.0,1,1,48,0,0,mono
408.81912557396686,25606.0,2,2,25606,78820,0,vasp
498.0,6783.0,1,24,6783,73761,0,python
196.84584980237153,5094.0,1,1,5094,17137,0,mono
190.34285714285716,344.0,1,1,344,6368,0,vasp
107.0909090909091,217.0,1,16,217,509,0,vasp
244.22345132743362,4536.0,1,1,4536,17082,0,mono
227.07231920199501,4007.0,1,24,4007,7812,4194304,python
121.36220472440945,1275.0,4,4,1275,4896,0,vasp
240.68382352941177,9622.0,1,24,9622,55343,0,vasp
226.20603015075378,3981.0,1,1,3981,7978,4194304,vasp
248.66987740805604,57702.0,1,24,57702,82327,0,vasp
494.0,667.0,1,1,667,14660,5242880,vasp
0.0,21294.0,1,24,21294,54070,0,vasp
229.63983050847457,7118.0,1,16,7118,26431,0,gaussian
261.53355704697987,2995.0,1,1,2995,71742,4194304,vasp
0.0,308.0,1,1,308,5109,0,vasp
333.03333333333336,150.0,2,32,150,101,0,OpenFOAM
111.67023893183415,172876.0,1,1,76,85553,0,mono
198.11194029850745,679.0,2,32,679,9290,0,gaussian
183.19986074443702,345589.0,1,24,86389,72961,16777216,gaussian
320.6,47.0,1,1,47,0,0,fast
233.19251529327096,57667.0,1,1,57667,83120,0,vasp
203.90173655230834,47894.0,1,24,47894,14663,0,gaussian
437.2732075471698,13406.0,1,1,13406,40359,0,vasp
9.0,214.0,1,24,214,3975,0,amber
243.37037037037038,4066.0,1,1,4066,10224,5242880,vasp
443.9552,6320.0,1,1,6320,13282,0,vasp
92.6671649227703,20254.0,1,1,20254,12075,0,mono
323.0,174.0,1,1,174,6,0,fast
97.71309771309771,14566.0,1,16,14566,17477,0,vasp
0.0,43.0,1,24,43,1,0,gaussian
0.0,0.0,1,24,0,7537,0,vasp
0.0,11496.0,1,24,11496,35702,0,gaussian
0.0,57729.0,2,2,57729,40503,0,vasp
199.84848484848484,335.0,1,1,335,6766,0,vasp
0.0,714.0,1,16,714,6104,0,vasp
336.0,598.0,1,24,598,12881,0,vasp
238.8404628330996,28683.0,1,1,28683,79804,0,vasp
236.31538843796588,15178.0,4,96,15178,59989,0,vasp
234.78082191780823,2198.0,1,1,2198,329,0,mono
120.15384615384616,129.0,1,24,129,943,0,vasp
102.4,104.0,1,1,104,87,660480,vasp
232.291642314436,17267.0,1,24,17267,65708,0,vasp
88.55095081441065,249834.0,1,1,77034,48129,0,eplus
201.77272727272728,217.0,1,1,217,4066,0,vasp
217.24276169265033,4514.0,1,1,4514,17611,0,mono
128.0394955983821,4725.0,9,9,4725,18451,0,vasp
0.0,49.0,1,24,49,13,0,vasp
86.89613526570048,1403.0,3,3,1403,5363,0,vasp
197.1957773512476,5224.0,1,1,5224,12798,8388608,fast
249.15697674418604,1736.0,1,24,1736,39885,0,vasp
83.76923076923077,48.0,8,16,48,15,2048,mono
257.08152173913044,1848.0,1,1,1848,43327,0,vasp
173.89629831246597,36761.0,2,2,36761,63480,0,vasp
246.7618235943727,52346.0,8,192,52346,46158,0,vasp
108.6934051887933,291066.0,1,1,31866,1,0,mono
249.7411971830986,5690.0,1,24,5690,48208,7340032,python
0.0,1121.0,1,16,1121,15754,0,vasp
333.75546007876835,28253.0,2,2,28253,18179,0,vasp
179.55719557195573,37983.0,3,48,37983,2397,0,vasp
534.0,1176.0,1,1,1176,17289,0,vasp
227.1867469879518,1681.0,1,24,1681,37832,0,vasp
137.0,373.0,1,1,373,6704,0,vasp
0.0,45.0,1,1,45,0,0,fast
231.9435215946844,3034.0,1,24,3034,68196,0,vasp
180.3759825029048,146440.0,1,24,60040,81165,0,gaussian
199.36363636363637,115.0,1,24,115,2209,0,vasp
0.0,9753.0,1,16,9753,89,0,vasp
124.35135135135135,746.0,1,16,746,2982,2097152,python
322.64146341463413,4098.0,1,16,4098,4504,22020096,python
437.1334431630972,6102.0,1,1,6102,10218,0,vasp
221.48666666666668,4517.0,1,1,4517,16702,0,mono
390.4175900829082,73108.0,7,112,73108,28769,0,python
0.0,1941.0,1,1,1941,29797,0,vasp
526.0,709.0,1,24,709,16131,0,vasp
89.26865671641791,678.0,1,1,678,3,0,mono
171.57142857142858,135.0,1,1,135,2190,0,vasp
280.3032082324455,41940.0,4,96,41940,81520,0,vasp
286.88461538461536,266.0,1,16,266,17,0,gamess
122.99521531100478,2111.0,1,24,2111,12086,0,vasp
92.7488457987073,10839.0,1,1,10839,10785,0,fast
93.66666666666667,96.0,1,1,96,155,0,ls-dyna
88.86111111111111,115.0,3,72,115,64,144384,python
180.77666394684695,86598.0,1,16,198,39360,0,vasp
90.8,48.0,1,1,48,21,0,vasp
117.64841370558375,19802.0,8,16,19802,55598,0,vasp
300.18958502847846,12427.0,1,16,12427,15219,0,vasp
0.0,33827.0,1,1,33827,20540,0,vasp
86.1044776119403,1357.0,1,16,1357,66,0,vasp
211.56060606060606,1321.0,1,24,1321,30511,0,vasp
0.0,21867.0,4,96,21867,77700,0,vasp
252.0,2157.0,1,1,2157,50379,0,vasp
231.83673469387756,2464.0,1,1,2464,51361,0,vasp
0.0,1102.0,1,1,1102,1048,0,mono
95.57597454256165,12729.0,1,24,12729,12644,0,gromacs
349.10202286719436,3815.0,3,48,3815,8321,5242880,vasp
276.42094471445927,66175.0,6,144,66175,42956,0,vasp
170.42105263157896,193.0,1,1,193,4018,2097152,vasp
26.0,771.0,1,1,771,16908,0,vasp
143.1487603305785,3637.0,1,1,3637,38515,2097152,mono
0.0,4977.0,1,1,4977,78457,0,vasp
205.8409090909091,446.0,1,24,446,9387,0,vasp
114.33054393305439,2411.0,1,16,2411,9730,0,vasp
209.44095665171898,6725.0,1,1,6725,16756,0,mono
0.0,14627.0,4,96,14627,64378,0,vasp
201.26098901098902,916.0,4,64,916,10029,0,vasp
173.91669016069918,71597.0,2,48,71597,6137,0,gaussian
431.7295597484277,3217.0,1,1,3217,50245,0,vasp
213.17220543806647,3345.0,1,24,3345,78011,0,vasp
99.84615384615384,136.0,1,16,136,120,0,vasp
196.50116317713525,10049.0,3,48,10049,47875,12582912,vasp
191.46153846153845,647.0,1,1,647,14652,2097152,vasp
209.46238938053096,4545.0,1,1,4545,18374,0,mono
136.03030303030303,672.0,1,24,672,5927,0,vasp
120.09705722205722,808903.0,1,1,31303,55152,0,mono
154.71428571428572,68.0,2,48,68,1976,0,vasp
244.55772569444446,11534.0,2,48,11534,12920,5242880,python
142.0,143.0,1,1,143,2797,2097152,vasp
167.25753949258018,21009.0,1,16,21009,66476,0,gaussian
379.6347670250896,28160.0,2,2,28160,15233,0,fluent
107.1875,162.0,1,1,162,65,0,vasp
220.77333333333334,746.0,1,1,746,16433,2097152,vasp
329.7202835332606,18550.0,2,48,18550,14677,0,vasp
0.0,575.0,1,16,575,3581,0,vasp
108.75,39.0,1,1,39,15,0,vasp
476.9940119760479,1681.0,1,1,1681,38766,9437184,vasp
181.15151515151516,337.0,1,24,337,5779,0,vasp
202.9826296098343,12513.0,3,48,12513,79602,7340032,vasp
410.6341463414634,417.0,1,1,417,5461,0,vasp
181.8125,314.0,1,24,314,6737,0,python
89.14285714285714,74.0,1,1,74,0,0,mfix
184.8366724738676,5767.0,4,96,5767,31910,15728640,vasp
91.16649122807017,57664.0,1,1,57664,23,0,vasp
0.0,17760.0,1,1,17760,23125,0,vasp
214.0082644628099,1210.0,1,1,1210,27771,0,vasp
0.0,5350.0,1,1,5350,84786,0,vasp
254.0679012345679,264.0,6,96,264,145,2097152,python
125.0,75.0,1,1,75,2134,2097152,vasp
247.70762052877137,6508.0,1,1,6508,67289,0,vasp
230.08064516129033,621.0,1,1,621,13771,2097152,vasp
417.94202898550725,688.0,1,16,688,8597,3145728,python
0.0,0.0,4,4,0,749,0,mfix
429.56,501.0,1,1,501,6734,0,vasp
78.90914137926366,742545.0,1,1,51345,29486,0,mono
649.0,1715.0,1,1,1715,10766,0,vasp
258.8461500211332,135618.0,12,288,49218,83373,0,WindPlantSolver
0.0,14492.0,1,16,14492,3583,0,vasp
448.7186512118019,9602.0,1,1,9602,65876,0,vasp
241.8447204968944,6499.0,1,24,6499,65900,0,python
427.07533234859676,6847.0,1,1,6847,14534,0,mono
363.55555555555554,89.0,1,16,89,258,0,vasp
79.8,48.0,1,1,48,0,0,mono
0.0,24743.0,4,96,24743,79110,0,vasp
93.80645161290323,307.0,1,16,307,115,1048576,python
220.55831220572256,27933.0,2,2,27933,9542,0,vasp
199.09060402684563,9042.0,1,24,9042,42400,0,amber
250.61261261261262,4466.0,1,1,4466,19252,0,vasp
201.4018691588785,1070.0,1,1,1070,22476,0,vasp
188.5257731958763,968.0,1,24,968,21841,0,vasp
210.1683848797251,5848.0,1,1,5848,30500,0,vasp
0.0,723.0,1,16,723,15,0,vasp
95.02087682672234,14415.0,1,1,14415,14372,4194304,mono
269.0937098844673,31520.0,2,2,31520,15,0,vasp
249.72549019607843,1023.0,1,1,1023,14990,0,vasp
0.0,59.0,2,48,59,476,0,vasp
221.27793696275072,7046.0,1,24,7046,79845,0,vasp
108.80630630630631,746.0,4,61,746,13410,0,ls-dyna
256.8054906542056,34425.0,2,2,34425,24389,0,vasp
1.0,3582.0,1,16,3582,51153,0,vasp
98.0,65.0,1,24,65,1,0,amber
239.48754448398577,2839.0,1,24,2839,66339,0,vasp
248.71764705882353,2548.0,1,1,2548,60719,2097152,vasp
163.31036430386897,213077.0,1,24,40277,24224,16777216,gaussian
435.4080865068171,21510.0,1,1,21510,44745,0,vasp
0.0,718.0,4,64,718,0,0,vasp
0.0,8398.0,1,1,8398,46710,0,vasp
0.0,586.0,2,32,586,1,0,vasp
0.0,4611.0,5,120,4611,22786,0,vasp
263.1320346320346,4668.0,1,1,4668,23499,0,vasp
94.4298245614035,13843.0,1,1,13843,14384,0,mono
212.97826086956522,457.0,1,1,457,9706,0,vasp
235.63781001403837,21569.0,1,24,21569,81743,0,vasp
421.75728155339806,1037.0,1,1,1037,14916,0,vasp
10.0,124.0,1,24,124,941,838656,vasp
245.56228956228955,8959.0,1,1,8959,40651,0,vasp
203.78298969072165,14635.0,4,96,14635,63833,0,vasp
265.8047337278106,3396.0,1,1,3396,53364,0,vasp
222.53774680603948,8622.0,1,24,8622,28841,5242880,python
153.66666666666666,117.0,1,24,117,1195,0,vasp
130.4021187515859,80023.0,2,48,80023,21851,11534336,gaussian
380.2920792079208,2019.0,1,16,2019,17112,4194304,python
188.9375,1133.0,1,1,1133,19308,0,vasp
117.6923076923077,531.0,1,1,531,341,0,matlab
226.12564610139668,30661.0,6,96,30661,64201,0,vasp
358.29114479690975,172858.0,2,32,58,51525,0,gaussian
99.12083333333334,4829.0,1,1,4829,4781,0,fast
0.0,1371.0,1,1,1371,29722,2097152,mono
130.77685950413223,1219.0,1,24,1219,7978,0,fast
140.12211183557991,615568.0,1,1,10768,32331,0,mono
191.9243807040417,6056.0,14,224,6056,7900,0,vasp
206.20689655172413,294.0,1,1,294,6208,0,vasp
87.22164948453609,1962.0,1,16,1962,2,0,vasp
444.75728155339806,18752.0,1,1,18752,39406,0,vasp
95.0,44.0,1,1,44,28,0,vasp
153.85282199710565,34873.0,2,32,34873,29968,0,gaussian
243.54646017699116,9122.0,1,24,9122,42784,0,vasp
195.4375,156.0,1,24,156,3102,0,vasp
52.0,209.0,1,1,209,3082,0,vasp
199.19325842696628,8992.0,1,24,8992,31313,0,vasp
209.21493212669682,4525.0,1,1,4525,17074,0,mono
103.0,4746.0,1,24,4746,20417,0,vasp
104.25,47.0,1,1,47,30,0,vasp
0.0,5206.0,1,1,5206,81865,0,vasp
230.21555555555557,4541.0,1,24,4541,15781,0,vasp
227.54128440366972,5485.0,1,1,5485,42974,0,vasp
86.25,41.0,1,1,41,24,0,mfix
0.0,74.0,1,16,74,258,0,vasp
84.6,59.0,1,1,59,0,3072,charmm
461.30207491242254,57689.0,1,1,57689,57466,0,vasp
214.68421052631578,571.0,1,24,571,11137,0,python
226.5212105969148,59975.0,4,4,59975,71072,0,vasp
103.28571428571429,67.0,1,1,67,0,0,fast
88.57476635514018,2154.0,1,24,2154,66,0,vasp
287.0,70.0,1,1,70,0,0,mono
231.72478632478632,5912.0,1,24,5912,53655,0,vasp
0.0,336.0,1,24,336,5517,0,vasp
179.2417149478563,86379.0,1,24,86379,73105,0,gaussian
221.21311475409837,609.0,1,1,609,14272,2097152,vasp
218.17307692307693,526.0,1,1,526,11186,0,vasp
0.0,38.0,1,1,38,0,0,fast
350.71084337349396,840.0,1,16,840,4384,0,vasp
225.5107296137339,2348.0,1,1,2348,55013,0,vasp
210.63398692810458,4647.0,1,16,4647,73583,0,gaussian
212.69158952574182,317031.0,4,96,57831,78449,0,vasp
0.0,917.0,1,16,917,8763,0,vasp
165.17391304347825,224.0,1,1,224,2703,0,vasp
208.21052631578948,385.0,1,1,385,8088,0,vasp
230.44788087056128,9928.0,3,72,9928,36963,65011712,vasp
90.27272727272727,222.0,1,1,222,126,0,mfix
220.27259215219976,33957.0,1,24,33957,32799,0,vasp
95.1182604162141,28827.0,8,16,28827,25746,25165824,matlab
230.37254901960785,2057.0,1,24,2057,48067,0,vasp
139.52836879432624,5650.0,1,1,5650,36380,1048576,mono
231.42125545076564,99539.0,2,48,13139,3357,0,vasp
213.42352941176472,8551.0,1,1,8551,26260,0,mono
235.22551928783383,57823.0,1,24,57823,80209,0,python
251.81327800829877,2439.0,1,1,2439,57348,0,vasp
97.75559701492537,10849.0,1,24,10849,10782,0,gromacs
281.9350991054201,57667.0,1,1,57667,23,0,vasp
221.09395973154363,1508.0,1,24,1508,34247,0,vasp
124.67572156196944,5897.0,1,1,5897,30630,1048576,mono
121.54901960784314,1029.0,1,24,1029,5510,0,vasp
309.7386363636364,880.0,1,1,880,836,0,mono
208.06380751216824,317069.0,4,96,57869,7965,0,vasp
216.2913907284768,1523.0,1,24,1523,34178,0,vasp
0.0,365.0,1,24,365,7226,0,vasp
0.0,164761.0,1,16,78361,15937,3145728,amber
245.59305210918114,8138.0,1,24,8138,19982,0,vasp
319.2352941176471,167.0,1,1,167,10,0,vasp
107.3409090909091,445.0,1,24,445,171,33792,vasp
95.28291316526611,7144.0,1,1,7144,7097,0,transport
177.17062143869882,375143.0,1,16,29543,29433,3145728,amber
170.57142857142858,135.0,1,24,135,2347,0,vasp
238.94871794871796,785.0,1,1,785,18002,0,vasp
319.625,75.0,1,1,75,6,0,mfix
587.9508928571429,4487.0,1,1,4487,36475,1048576,mono
150.77777777777777,279.0,1,1,279,7527,2097152,vasp
89.39805825242719,1045.0,1,16,1045,86,0,vasp
82.0,33.0,2,32,33,40,0,fluent
0.0,1104.0,1,24,1104,24627,0,vasp
